
0 0.000 0.000 0.000 0.000 0.000 
1 0.000 0.000 0.000 0.000 0.000 
2 0.000 0.000 0.000 0.000 0.000 
3 0.000 0.000 0.000 0.000 0.000 
4 0.000 0.000 0.000 0.000 0.000 
5 0.827 0.733 0.760 0.653 0.680 
