
0 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
1 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
2 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
3 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
4 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
5 0.320 0.507 0.600 0.560 0.453 0.467 0.560 0.480 0.480 0.413 0.427 0.467 0.560 0.547 0.427 0.600 0.533 0.613 0.480 0.480 0.427 0.400 0.520 0.387 0.493 0.640 0.467 0.427 0.493 0.533 0.453 0.507 0.467 0.480 0.453 0.413 0.480 0.467 0.480 0.547 0.560 0.413 0.533 0.547 0.560 0.467 0.560 0.467 0.453 0.440 0.547 0.387 0.480 0.480 0.360 0.560 0.427 0.493 0.453 0.467 0.493 0.560 0.493 0.493 0.360 0.520 0.507 0.547 0.480 0.493 0.507 0.520 0.613 0.413 0.400 0.347 0.560 0.573 0.467 0.373 0.467 0.520 0.520 0.533 0.480 0.427 0.373 0.440 0.480 0.573 0.427 0.387 0.440 0.480 0.520 0.413 0.520 0.467 0.307 0.587 
6 0.320 0.507 0.600 0.560 0.453 0.467 0.560 0.480 0.480 0.413 0.427 0.467 0.560 0.547 0.427 0.600 0.533 0.613 0.480 0.480 0.427 0.400 0.520 0.387 0.493 0.640 0.467 0.427 0.493 0.533 0.453 0.507 0.467 0.480 0.453 0.413 0.480 0.467 0.480 0.547 0.560 0.413 0.533 0.547 0.560 0.467 0.560 0.467 0.453 0.440 0.547 0.387 0.480 0.480 0.360 0.560 0.427 0.493 0.453 0.467 0.493 0.560 0.493 0.493 0.360 0.520 0.507 0.547 0.480 0.493 0.507 0.520 0.613 0.413 0.400 0.347 0.560 0.573 0.467 0.373 0.467 0.520 0.520 0.533 0.480 0.427 0.373 0.440 0.480 0.573 0.427 0.387 0.440 0.480 0.520 0.413 0.520 0.467 0.307 0.587 
7 0.320 0.507 0.600 0.560 0.453 0.467 0.560 0.480 0.480 0.413 0.427 0.467 0.560 0.547 0.427 0.600 0.533 0.613 0.480 0.480 0.427 0.400 0.520 0.387 0.493 0.640 0.467 0.427 0.493 0.533 0.453 0.507 0.467 0.480 0.453 0.413 0.480 0.467 0.480 0.547 0.560 0.413 0.533 0.547 0.560 0.467 0.560 0.467 0.453 0.440 0.547 0.387 0.480 0.480 0.360 0.560 0.427 0.493 0.453 0.467 0.493 0.560 0.493 0.493 0.360 0.520 0.507 0.547 0.480 0.493 0.507 0.520 0.613 0.413 0.400 0.347 0.560 0.573 0.467 0.373 0.467 0.520 0.520 0.533 0.480 0.427 0.373 0.440 0.480 0.573 0.427 0.387 0.440 0.480 0.520 0.413 0.520 0.467 0.307 0.587 
8 0.320 0.507 0.600 0.560 0.453 0.467 0.560 0.480 0.480 0.413 0.427 0.467 0.560 0.547 0.427 0.600 0.533 0.613 0.480 0.480 0.427 0.400 0.520 0.387 0.493 0.640 0.467 0.427 0.493 0.533 0.453 0.507 0.467 0.480 0.453 0.413 0.480 0.467 0.480 0.547 0.560 0.413 0.533 0.547 0.560 0.467 0.560 0.467 0.453 0.440 0.547 0.387 0.480 0.480 0.360 0.560 0.427 0.493 0.453 0.467 0.493 0.560 0.493 0.493 0.360 0.520 0.507 0.547 0.480 0.493 0.507 0.520 0.613 0.413 0.400 0.347 0.560 0.573 0.467 0.373 0.467 0.520 0.520 0.533 0.480 0.427 0.373 0.440 0.480 0.573 0.427 0.387 0.440 0.480 0.520 0.413 0.520 0.467 0.307 0.587 
9 0.320 0.507 0.600 0.560 0.453 0.467 0.560 0.480 0.480 0.413 0.427 0.467 0.560 0.547 0.427 0.600 0.533 0.613 0.480 0.480 0.427 0.400 0.520 0.387 0.493 0.640 0.467 0.427 0.493 0.533 0.453 0.507 0.467 0.480 0.453 0.413 0.480 0.467 0.480 0.547 0.560 0.413 0.533 0.547 0.560 0.467 0.560 0.467 0.453 0.440 0.547 0.387 0.480 0.480 0.360 0.560 0.427 0.493 0.453 0.467 0.493 0.560 0.493 0.493 0.360 0.520 0.507 0.547 0.480 0.493 0.507 0.520 0.613 0.413 0.400 0.347 0.560 0.573 0.467 0.373 0.467 0.520 0.520 0.533 0.480 0.427 0.373 0.440 0.480 0.573 0.427 0.387 0.440 0.480 0.520 0.413 0.520 0.467 0.307 0.587 
10 0.320 0.507 0.600 0.560 0.453 0.467 0.560 0.480 0.480 0.413 0.427 0.467 0.560 0.547 0.427 0.600 0.533 0.613 0.480 0.480 0.427 0.400 0.520 0.387 0.493 0.640 0.467 0.427 0.493 0.533 0.453 0.507 0.467 0.480 0.453 0.413 0.480 0.467 0.480 0.547 0.560 0.413 0.533 0.547 0.560 0.467 0.560 0.467 0.453 0.440 0.547 0.387 0.480 0.480 0.360 0.560 0.427 0.493 0.453 0.467 0.493 0.560 0.493 0.493 0.360 0.520 0.507 0.547 0.480 0.493 0.507 0.520 0.613 0.413 0.400 0.347 0.560 0.573 0.467 0.373 0.467 0.520 0.520 0.533 0.480 0.427 0.373 0.440 0.480 0.573 0.427 0.387 0.440 0.480 0.520 0.413 0.520 0.467 0.307 0.587 
11 0.627 0.787 0.760 0.773 0.760 0.587 0.707 0.653 0.653 0.707 0.733 0.720 0.760 0.707 0.693 0.720 0.680 0.800 0.640 0.707 0.693 0.800 0.693 0.680 0.760 0.800 0.680 0.667 0.600 0.787 0.667 0.733 0.680 0.733 0.640 0.760 0.773 0.653 0.747 0.720 0.787 0.613 0.747 0.787 0.760 0.693 0.747 0.800 0.587 0.693 0.760 0.653 0.640 0.747 0.680 0.787 0.693 0.720 0.693 0.707 0.733 0.707 0.653 0.680 0.680 0.760 0.800 0.733 0.773 0.773 0.693 0.773 0.747 0.720 0.760 0.693 0.800 0.760 0.667 0.733 0.707 0.773 0.720 0.680 0.747 0.747 0.813 0.640 0.613 0.733 0.640 0.693 0.720 0.667 0.707 0.640 0.760 0.760 0.760 0.693 
12 0.627 0.787 0.760 0.773 0.760 0.587 0.707 0.653 0.653 0.707 0.733 0.720 0.760 0.707 0.693 0.720 0.680 0.800 0.640 0.707 0.693 0.800 0.693 0.680 0.760 0.800 0.680 0.667 0.600 0.787 0.667 0.733 0.680 0.733 0.640 0.760 0.773 0.653 0.747 0.720 0.787 0.613 0.747 0.787 0.760 0.693 0.747 0.800 0.587 0.693 0.760 0.653 0.640 0.747 0.680 0.787 0.693 0.720 0.693 0.707 0.733 0.707 0.653 0.680 0.680 0.760 0.800 0.733 0.773 0.773 0.693 0.773 0.747 0.720 0.760 0.693 0.800 0.760 0.667 0.733 0.707 0.773 0.720 0.680 0.747 0.747 0.813 0.640 0.613 0.733 0.640 0.693 0.720 0.667 0.707 0.640 0.760 0.760 0.760 0.693 
