
0 0.000 
1 0.440 
2 0.440 
3 0.840 
4 0.840 
5 0.933 
6 0.933 
7 0.960 
8 0.960 
9 0.987 
10 0.987 
11 0.987 
12 0.987 
13 1.000 
14 1.000 
15 1.000 
16 1.000 
17 1.000 
18 1.000 
19 1.000 
20 1.000 
21 1.000 
22 1.000 
23 1.000 
24 1.000 
25 1.000 
26 1.000 
27 1.000 
28 1.000 
29 1.000 
30 1.000 
