
0 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
1 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
2 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
3 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
4 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
5 0.760 0.680 0.747 0.787 0.680 0.720 0.733 0.653 0.773 0.720 0.693 0.640 0.800 0.800 0.613 0.747 0.680 0.693 0.613 0.720 0.733 0.747 0.760 0.760 0.680 0.733 0.747 0.613 0.720 0.733 0.733 0.787 0.667 0.680 0.800 0.773 0.693 0.653 0.707 0.600 0.747 0.800 0.800 0.667 0.560 0.653 0.827 0.640 0.787 0.667 0.547 0.653 0.827 0.773 0.720 0.627 0.707 0.680 0.707 0.693 0.733 0.707 0.693 0.773 0.720 0.720 0.760 0.760 0.627 0.707 0.787 0.760 0.707 0.680 0.707 0.667 0.693 0.733 0.813 0.680 0.720 0.707 0.667 0.720 0.680 0.747 0.720 0.813 0.653 0.640 0.667 0.733 0.680 0.613 0.787 0.733 0.693 0.693 0.813 0.707 
6 0.760 0.680 0.747 0.787 0.680 0.720 0.733 0.653 0.773 0.720 0.693 0.640 0.800 0.800 0.613 0.747 0.680 0.693 0.613 0.720 0.733 0.747 0.760 0.760 0.680 0.733 0.747 0.613 0.720 0.733 0.733 0.787 0.667 0.680 0.800 0.773 0.693 0.653 0.707 0.600 0.747 0.800 0.800 0.667 0.560 0.653 0.827 0.640 0.787 0.667 0.547 0.653 0.827 0.773 0.720 0.627 0.707 0.680 0.707 0.693 0.733 0.707 0.693 0.773 0.720 0.720 0.760 0.760 0.627 0.707 0.787 0.760 0.707 0.680 0.707 0.667 0.693 0.733 0.813 0.680 0.720 0.707 0.667 0.720 0.680 0.747 0.720 0.813 0.653 0.640 0.667 0.733 0.680 0.613 0.787 0.733 0.693 0.693 0.813 0.707 
7 0.760 0.680 0.747 0.787 0.680 0.720 0.733 0.653 0.773 0.720 0.693 0.640 0.800 0.800 0.613 0.747 0.680 0.693 0.613 0.720 0.733 0.747 0.760 0.760 0.680 0.733 0.747 0.613 0.720 0.733 0.733 0.787 0.667 0.680 0.800 0.773 0.693 0.653 0.707 0.600 0.747 0.800 0.800 0.667 0.560 0.653 0.827 0.640 0.787 0.667 0.547 0.653 0.827 0.773 0.720 0.627 0.707 0.680 0.707 0.693 0.733 0.707 0.693 0.773 0.720 0.720 0.760 0.760 0.627 0.707 0.787 0.760 0.707 0.680 0.707 0.667 0.693 0.733 0.813 0.680 0.720 0.707 0.667 0.720 0.680 0.747 0.720 0.813 0.653 0.640 0.667 0.733 0.680 0.613 0.787 0.733 0.693 0.693 0.813 0.707 
8 0.760 0.680 0.747 0.787 0.680 0.720 0.733 0.653 0.773 0.720 0.693 0.640 0.800 0.800 0.613 0.747 0.680 0.693 0.613 0.720 0.733 0.747 0.760 0.760 0.680 0.733 0.747 0.613 0.720 0.733 0.733 0.787 0.667 0.680 0.800 0.773 0.693 0.653 0.707 0.600 0.747 0.800 0.800 0.667 0.560 0.653 0.827 0.640 0.787 0.667 0.547 0.653 0.827 0.773 0.720 0.627 0.707 0.680 0.707 0.693 0.733 0.707 0.693 0.773 0.720 0.720 0.760 0.760 0.627 0.707 0.787 0.760 0.707 0.680 0.707 0.667 0.693 0.733 0.813 0.680 0.720 0.707 0.667 0.720 0.680 0.747 0.720 0.813 0.653 0.640 0.667 0.733 0.680 0.613 0.787 0.733 0.693 0.693 0.813 0.707 
9 0.760 0.680 0.747 0.787 0.680 0.720 0.733 0.653 0.773 0.720 0.693 0.640 0.800 0.800 0.613 0.747 0.680 0.693 0.613 0.720 0.733 0.747 0.760 0.760 0.680 0.733 0.747 0.613 0.720 0.733 0.733 0.787 0.667 0.680 0.800 0.773 0.693 0.653 0.707 0.600 0.747 0.800 0.800 0.667 0.560 0.653 0.827 0.640 0.787 0.667 0.547 0.653 0.827 0.773 0.720 0.627 0.707 0.680 0.707 0.693 0.733 0.707 0.693 0.773 0.720 0.720 0.760 0.760 0.627 0.707 0.787 0.760 0.707 0.680 0.707 0.667 0.693 0.733 0.813 0.680 0.720 0.707 0.667 0.720 0.680 0.747 0.720 0.813 0.653 0.640 0.667 0.733 0.680 0.613 0.787 0.733 0.693 0.693 0.813 0.707 
10 0.760 0.680 0.747 0.787 0.680 0.720 0.733 0.653 0.773 0.720 0.693 0.640 0.800 0.800 0.613 0.747 0.680 0.693 0.613 0.720 0.733 0.747 0.760 0.760 0.680 0.733 0.747 0.613 0.720 0.733 0.733 0.787 0.667 0.680 0.800 0.773 0.693 0.653 0.707 0.600 0.747 0.800 0.800 0.667 0.560 0.653 0.827 0.640 0.787 0.667 0.547 0.653 0.827 0.773 0.720 0.627 0.707 0.680 0.707 0.693 0.733 0.707 0.693 0.773 0.720 0.720 0.760 0.760 0.627 0.707 0.787 0.760 0.707 0.680 0.707 0.667 0.693 0.733 0.813 0.680 0.720 0.707 0.667 0.720 0.680 0.747 0.720 0.813 0.653 0.640 0.667 0.733 0.680 0.613 0.787 0.733 0.693 0.693 0.813 0.707 
11 0.973 0.960 0.947 0.947 1.000 0.973 0.960 0.987 0.987 0.973 0.960 0.973 0.987 0.973 0.987 0.960 0.947 0.947 0.987 0.973 0.933 0.947 0.973 0.987 0.960 0.947 0.973 0.933 0.947 0.973 0.987 0.987 0.947 0.987 0.987 0.960 0.947 0.933 0.947 0.973 0.947 0.960 0.960 1.000 0.960 0.973 0.987 0.947 0.960 0.973 0.960 0.973 1.000 1.000 0.947 0.987 0.960 0.933 0.987 0.960 0.973 0.960 0.960 0.973 0.973 0.960 0.973 0.987 0.947 0.960 0.960 0.973 0.947 0.987 0.960 0.947 0.973 0.973 0.973 0.947 0.987 0.947 0.987 0.973 0.960 0.933 0.987 0.947 0.973 0.960 0.973 0.973 0.973 0.973 0.960 0.973 0.947 0.987 0.973 0.960 
12 0.973 0.960 0.947 0.947 1.000 0.973 0.960 0.987 0.987 0.973 0.960 0.973 0.987 0.973 0.987 0.960 0.947 0.947 0.987 0.973 0.933 0.947 0.973 0.987 0.960 0.947 0.973 0.933 0.947 0.973 0.987 0.987 0.947 0.987 0.987 0.960 0.947 0.933 0.947 0.973 0.947 0.960 0.960 1.000 0.960 0.973 0.987 0.947 0.960 0.973 0.960 0.973 1.000 1.000 0.947 0.987 0.960 0.933 0.987 0.960 0.973 0.960 0.960 0.973 0.973 0.960 0.973 0.987 0.947 0.960 0.960 0.973 0.947 0.987 0.960 0.947 0.973 0.973 0.973 0.947 0.987 0.947 0.987 0.973 0.960 0.933 0.987 0.947 0.973 0.960 0.973 0.973 0.973 0.973 0.960 0.973 0.947 0.987 0.973 0.960 
